avg_sale_price,color,highest_bid,lowest_ask,number_of_sales,price_premium,product_title,release_date,retail_price,style,volatility
141, Gunsmoke/Volt-Wolf Grey-Thunder Grey ,131,129,279,-26.8,Nike Air VaporMax Flyknit 3 Gunsmoke Volt, 08/10/2019 ,190, AJ6900-009 ,17.6
101, Pale Ivory/Guava Ice-Sail ,206,124,280,,Nike Air Force 1 Low Satin Floral Pale Ivory, 01/01/2019 ,130, AT4144-100 ,24.6
146, Flash Crimson/Hyper Crimson-Black ,140,159,283,-36.8,Nike Air VaporMax 3.0 Flash Crimson,,190, AJ6900-608 ,18.2
172, Black/Black-Cinder Orange-Photo Blue-Moon Particle-Desert Ore ,191,130,1264,12.9,Nike Air Max 1 Swipa, 06/01/2019 ,140, CJ9746-001 ,14.6
138, Black/Black-Volt-Blue Lagoon-Racer Pink-Electro Green ,165,170,1334,2.6,Nike Air VaporMax Flyknit 3 Multi-Color, 06/06/2019 ,190, AJ6900-006 ,8.2
113, Moss/Black-El Dorado-Deep Royal Blue-Aluminum-Team Orange ,165,119,1345,-23.8,Nike React Element 87 Moss, 04/30/2019 ,160, AQ1090-300 ,18.5
110, Pure Platinum/Black-Sail ,115,62,1426,-29.4,Nike Air Fear Of God Moccasin Pure Platinum, 04/27/2019 ,170, AT8086-001 ,18.6
149, Black/Total Orange-Voltage Purple ,249,73,1456,21.3,Nike Air Max Plus OG Voltage Purple, 12/22/2018 ,160, BQ4629-002 ,28.4
133, Island Green/White-Gum Light Brown ,250,185,1510,211.6,Nike SB Dunk Low Island Green Gum, 10/15/2019 ,95, BQ6817-300 ,8.8
131, Summit White/Clear-Vast Grey-Pearl White ,200,145,1579,30.7,Nike Air Skylon 2 Fear of God White, 12/27/2018 ,150, BQ2752-100 ,12.1
174, White/White-Game Royal ,260,249,2112,121.1,Nike SB Dunk Low Premium White Game Royal, 07/20/2019 ,95, CJ6884-100 ,9.7
143, Sail/Dark Blue ,151,99,2165,72,Nike Blazer Mid Strangers Things Upside Down Pack, 08/13/2019 ,100, CJ6102-100 ,12.7
145, Orange/Green-Blue ,127,134,2200,63.6,Nike Kyrie 5 Spongebob Pineapple House (GS), 10/24/2019 ,110, CJ7227-800 ,12.5
570, Green/Multi ,666,620,3038,322.6,Nike LD Waffle Sacai Green Multi, 05/30/2019 ,155, BV0073-300 ,12.4
180, White/Wolf Grey ,300,170,3331,174.5,Nike Kyrie 2 Low Spongebob Sandy Cheeks, 08/10/2019 ,120, CJ6953-100 ,15
205, Light Bone/Black-Hot Punch-White ,150,199,12,30.7,Nike Air Max 270 Golf Light Bone Hot Punch, 07/17/2020 ,150, CK6483-002 ,18.6
167, White/Total Orange-Photon Dust-Pink Foam ,180,211,15,38.2,Nike Air Force 1 Shadow Photon Dust Pink Foam (W), 06/01/2020 ,110, CZ0370-100 ,9.9
242, Metallic Summit White/Oracle Aqua-Vivid Purple-Black ,250,245,16,85.3,Nike Air Max 270 Golf White Oracle Aqua Vivid Purple, 07/24/2020 ,170, CZ4912-120 ,14.5
169, White/White-Pure Platinum-Metallic Silver ,126,139,22,-2.4,Nike React Phantom Run Flyknit 2 White Pure Platinum (W), 05/07/2020 ,140, CJ0280-100 ,18.6
91, Racer Blue/Racer Blue-Sail ,75,89,31,39.8,Nike Dunk Ultra Racer Blue, 09/12/2019 ,120, 845055-400 ,19.5
126, Black/Wolf Grey-Anthracite-White ,100,108,34,-26.7,Nike Air Max 2090 Black Wolf Grey, 03/27/2020 ,150, BV9977-001 ,7.2
186, Metallic Gold/Metallic Gold-University Red ,160,150,44,6.7,Nike Air Max Plus Metallic Gold, 05/18/2017 ,150, 903827-700 ,7
82, Sail/Phantom-University Red ,55,59,44,-53.8,Nike React Element 55 Sail Phantom University Red (W), 01/01/2020 ,130, BQ2728-010 ,13.7
139, Black / Ivory-Black-Hyper Grape ,195,209,44,62.7,Nike Dunk Low Warmth Pack, 10/01/2014 ,110, 685174-005 ,6.3
196, University Blue/Black-Industrial Blue ,150,129,58,18.5,Nike Air Max 720 OBJ Slip University Blue, 04/01/2020 ,200, DA4155-400 ,14.8
130, Light Cream/Sail/Electric Green/Flash Crimson ,117,115,60,-3.8,Nike Kyrie 6 N7 Sail,,130, CW1785-200 ,8.6
118, Black/Black-University Red ,90,85,68,-67.5,Nike Joyride CC3 Setter Matthew Williams Black, 11/22/2019 ,200, CU7623-001 ,43.9
260, Black/Aurora Green-University Gold ,350,225,715,57.1,Nike Kobe 4 Protro FTB Snake, 11/02/2019 ,175, AV6339-002 ,7.5
76, Ocean Fog/Metallic Gold-Mountain Blue ,99,66,386,-11,Nike Daybreak Metallic Gold, 08/07/2019 ,100, BV7725-400 ,13.6
90, Black/Bright Crimson-Volt ,66,65,388,-61.1,Nike Air Max 720 Retro Future, 04/11/2019 ,180, AO2924-008 ,14.9
144, Golden Beige/Racer Blue-Club Gold-Desert Moss-Total Orange-Dark Grey ,160,130,390,-15.8,Nike Air VaporMax Flyknit 2 Golden Beige Racer Blue, 10/04/2018 ,190, 942842-203 ,19.8
99, White/University Red ,130,100,394,21.1,Nike Air Force 1 Low White University Red,,90, CD0884-101 ,17.6
110, Black/Hyper Grape/Hyper Royal/Laser Crimson ,105,99,396,-16.7,Air Max 1 Black Hyper Grape,,120, CU4713-001 ,18.4
90, Black/Metallic Gold-White ,100,69,396,-22.5,Nike React Element 55 Black Metallic Gold White, 10/05/2019 ,130, CT1590-001 ,15.2
136, Black/Hyper Blue-Platinum Tint-Bright Crimson ,175,130,400,9.5,Nike Air VaporMax 2019 Black Hyper Blue Bright Crimson, 08/10/2019 ,190, AR6631-008 ,10.5
154, White/Black/University Red/Psychic Blue ,180,155,426,31.8,Nike Air Max 97 Gundam, 01/30/2020 ,170, CW6986-100 ,12.6
173, Pacific Blue/Vast Grey-Vivid Purple ,185,125,446,-3.3,Nike Air Max 90 20 Undefeated Blue, 03/26/2020 ,150, CQ2289-400 ,18.4
124, Black/Pink-Blue ,125,119,449,29.1,Nike Air Force 1 Low ACG Black, 01/11/2020 ,110, CD0887-001 ,12.3
85, Black/Black-University Red-White ,80,80,450,-32.3,Nike Kyrie 6 Bred, 01/16/2020 ,130, BQ4630-002 ,14.7
111, Black/Black-Black ,180,110,460,-25,Nike LeBron 16 Low Triple Black, 05/13/2019 ,160, CI2668-002 ,38
207, Black/University Red-Black ,222,194,478,36.7,Nike Air Max 97 All-Over Print Black Red, 06/15/2018 ,160, AR4259-001 ,8.1
142, Hyper Turquoise/Pink Blast-White-Black ,200,136,482,-12.1,Nike Air VaporMax Flyknit 3 South Beach, 10/01/2019 ,190, AJ6900-323 ,7.6
258, Summit White/Grass-Metallic Silver-Speed Yellow ,320,219,490,36.3,Nike Air Max 97 Golf Grass, 01/28/2020 ,190, CK4437-100 ,15.1
108, Chrome/White-Metallic Silver ,85,75,496,-44,Nike Air Force 1 Low Metallic Chrome (W), 12/13/2019 ,150, CQ6566-001 ,6.8
174, Wolf Grey/Black-White ,197,200,502,10,Nike Air VaporMax Plus Wolf Grey Black, 04/26/2018 ,190, 924453-007 ,14.5
159, Black/Washed Coral-Black ,392,205,505,277.8,Nike SB Dunk Low Black Washed Coral, 05/15/2019 ,90, BQ6817-003 ,14.8
110, Vast Grey/Vast Grey-Black-Sail ,189,165,512,-5,Nike Zoom Vomero 5 SP Vast Grey, 02/01/2019 ,160, BV1358-001 ,21.5
122, Green Strike/Blue Lagoon-Pink-Black ,170,150,513,17.3,Nike Flyknit Racer Multi-Color 2.0 (2015/2017), 09/11/2015 ,150, 526628-304 ,10.9
171, White/Solar Red-Neutral Grey-Medium Grey ,229,160,522,134,Nike Air Max 95 OG Solar Red (2018), 07/19/2018 ,160, AT2865-100 ,11.8
92, Yellow Pulse/Black-White-White ,90,79,537,32.8,Nike Air Force 1 Low Yellow Pulse, 07/10/2019 ,100, CI0064-700 ,13.5
114, Black/Cement Grey/Universiy Red ,150,102,538,-20,Nike Zoom KD12 Wolf Black, 01/20/2019 ,150, AR4229-002/AR4230-002 ,10.2
111, Black/Vast Grey-Oil Grey-Gunsmoke ,95,78,541,-55.6,Nike Zoom Pegasus 35 Turbo Black Vast Grey, 08/02/2018 ,180, AJ4114-001 ,19.8
143, Black/Hyper Blue-Dynamic Yellow ,186,115,549,-30,Nike Air Max Plus 3 Hyper Blue, 11/08/2019 ,190, CJ9684-001 ,14.2
122, Psychic Blue/Chrome Yellow ,95,102,559,-33.9,Nike Air Max 95 SP Multicolor, 09/26/2019 ,180, CK5669-400 ,8.2
100, White/Metallic Silver-Comet Red-Black ,135,82,568,-25.7,Nike Shox R4 Metallic Silver Comet Red (2018), 09/06/2018 ,140, BV1111-100 ,14.2
119, Obsidian Mist/Fossil ,120,107,573,24.2,Nike SB Blazer Mid Edge Hack Pack Obsidian Mist, 01/15/2020 ,95, CI3833-401 ,9.5
104, Black/White-Black ,125,83,587,-11.5,Nike Air Force 1 Low QS Black White, 09/28/2019 ,130, CQ0492-001 ,18.2
160, Black/Anthracite-Granite-White ,206,159,590,40.4,Nike Air Max 95 OG Black Anthracite, 12/20/2018 ,160, AT2865-003 ,18.6
121, Reflect Silver/Reflect Silver ,120,103,593,28.1,Nike PG 3 NASA 50th, 07/20/2019 ,120, CI2666-001 ,13
66, Gym Red/Wolf Grey-White-Black ,81,49,617,-55.4,Nike React Element 55 Gym Red, 01/01/2019 ,130, BQ6166-601 ,16.5
120, Court Purple/Terra Blush-Spirit Teal ,160,91,630,25,Nike Air Max 98 Hornets, 04/18/2019 ,160, 640744-500 ,13.6
121, Black/Laser Fuchsia-Regency Purple ,140,127,644,-8.4,Nike Air Max 270 Throwback Future, 03/21/2019 ,150, AH8050-020 ,13.1
142, Metallic Gold/Metallic Gold-White ,118,107,655,-27.8,Nike Air Max 90 Metallic Gold 2020 (W), 03/26/2020 ,180, CQ6639-700 ,21.8
111, Black/White-Black-Vivid Purple ,100,93,657,29.3,Nike ACG Air Deschutz OG (2020), 05/14/2020 ,75, CT2890-003 ,12.9
175, Metallic Gold/Metallic Gold-Metallic Gold ,185,116,676,23.1,Nike Air Max 97 Gold Medal,,170, CT4556-700 ,11.2
126, White/Blue Void/Gum Medium Brown/Team Red ,190,119,682,109,Nike Air Force 1 Low '07 Gum Medium Brown, 06/19/2019 ,90, CI0057-101 ,14.7
194, White/White ,219,177,712,69.1,Nike Air Force 1 Low NBA Paris Game, 01/24/2020 ,122, CW2367-100 ,26
